garden_area,terrace_area,locality,type_of_property,subtype_of_property,type_of_sale,zip_code,url,state_of_the_building,terrace,open_fire,swimming_pool,price,garden,number_of_facades,number_of_rooms,fully_equipped_kitchen,area,furnished,surface_of_the_land,area_text,bid,equipped_kitchen
195,0,ivoz-ramet,house,house,bid,4400,https://www.immoweb.be/en/classified/house/for-sale/ivoz-ramet/4400/10071796?searchId=633aeaf1e42e4,good,0,0,0,239000,1,4,3,Installed,92,0,309,numeric,1,1.0
2800,0,villers-le-bouillet,house,house,bid,4530,https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/10112062?searchId=633aeaf1e42e4,to renovate,0,0,0,239000,1,4,4,Semi equipped,148,0,3000,numeric,1,1.0
12,50,assesse-maillen,house,house,bid,5330,https://www.immoweb.be/en/classified/house/for-sale/assesse-maillen/5330/9869852?searchId=633aeaf1e42e4,good,1,0,0,245000,1,4,3,Semi equipped,100,0,1373,numeric,1,1.0
104,0,ronse,house,town-house,for-sale,9600,https://www.immoweb.be/en/classified/town-house/for-sale/ronse/9600/10081752?searchId=633aeaf1e42e4,to rebuild,0,0,0,245000,1,2,3,Semi equipped,172,0,169,numeric,0,1.0
653,49,liege,house,house,bid,4000,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/9613290?searchId=633aeaf1e42e4,to rebuild,1,0,0,249000,1,2,6,Not installed,252,0,910,numeric,1,0.0
0,40,liege,house,house,bid,4020,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/9943915?searchId=633aeaf1e42e4,to rebuild,1,0,0,249000,0,2,4,Not installed,235,0,155,numeric,1,0.0
156,6,herstal,house,town-house,bid,4040,https://www.immoweb.be/en/classified/town-house/for-sale/herstal/4040/10086107?searchId=633aeaf1e42e4,good,1,0,0,249000,1,3,3,Installed,116,0,320,numeric,1,1.0
765,57,saint-nicolas-tilleur,house,house,bid,4420,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas-tilleur/4420/10117547?searchId=633aeaf1e42e4,good,1,0,0,249000,1,3,4,Installed,172,1,404,numeric,1,1.0
30,0,saint-nicolas,house,house,bid,4420,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/10101243?searchId=633aeaf1e42e4,to rebuild,0,0,0,249000,1,2,5,Installed,160,0,140,numeric,1,1.0
150,15,ronse,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/9995587?searchId=633aeaf1e42e4,good,1,0,0,249500,1,2,4,Hyper equipped,290,0,280,numeric,0,1.0
760,0,sauveniere,house,house,for-sale,5030,https://www.immoweb.be/en/classified/house/for-sale/sauveniere/5030/10092062?searchId=633aeaf1e42e4,to renovate,0,0,0,250000,1,3,3,Not installed,110,0,940,numeric,0,0.0
220,0,soumagne,house,house,bid,4630,https://www.immoweb.be/en/classified/house/for-sale/soumagne/4630/10080195?searchId=633aeaf1e42e4,good,0,0,0,255000,1,3,3,Installed,234,0,300,numeric,1,1.0
0,20,herstal,house,apartment-block,for-sale,4040,https://www.immoweb.be/en/classified/apartment-block/for-sale/herstal/4040/9769883?searchId=633aeaf1e42e4,good,1,0,0,259000,0,2,7,Semi equipped,215,0,140,numeric,0,1.0
550,10,braine-lalleud-ophain-bois-seigneur-isaac,house,house,bid,1421,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud-ophain-bois-seigneur-isaac/1421/9976911?searchId=633aeaf1e42e4,good,1,0,0,260000,1,3,3,Semi equipped,120,0,695,numeric,1,1.0
100,12,lebbeke,house,house,for-sale,9280,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10081543?searchId=633aeaf1e42e4,good,1,0,0,260000,1,2,3,Installed,169,,238,numeric,0,1.0
450,7,ronse,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/9899652?searchId=633aeaf1e42e4,just renovated,1,0,0,265000,1,2,3,Installed,152,0,675,numeric,0,1.0
48,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10092051?searchId=633aeaf1e42e4,to renovate,0,1,0,269000,1,3,5,Not installed,168,0,150,numeric,0,0.0
50,60,jumet,house,house,bid,6040,https://www.immoweb.be/en/classified/house/for-sale/jumet/6040/9745389?searchId=633aeaf1e42e4,as new,1,0,0,270000,1,2,3,Hyper equipped,220,0,1000,numeric,1,1.0
117,0,liege,house,apartment-block,bid,4000,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9717425?searchId=633aeaf1e42e4,good,0,0,0,279000,1,2,5,Installed,237,0,283,numeric,1,1.0
136,70,herstal,house,house,bid,4041,https://www.immoweb.be/en/classified/house/for-sale/herstal/4041/10057785?searchId=633aeaf1e42e4,good,1,0,0,279000,1,2,4,Installed,142,0,304,numeric,1,1.0
0,29,ronse,house,mansion,for-sale,9600,https://www.immoweb.be/en/classified/mansion/for-sale/ronse/9600/10119830?searchId=633aeaf1e42e4,just renovated,1,0,0,279000,0,2,5,Installed,258,0,156,numeric,0,1.0
100,10,huy,house,house,bid,4500,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10097961?searchId=633aeaf1e42e4,good,1,0,0,289000,1,4,3,Semi equipped,290,0,204,numeric,1,1.0
100,10,huy,house,house,bid,4500,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10084761?searchId=633aeaf1e42e4,good,1,0,0,289000,1,4,3,Semi equipped,290,0,204,numeric,1,1.0
0,0,willebroek,house,mixed-use-building,for-sale,2830,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/willebroek/2830/9920179?searchId=633aeaf1e42e4,to renovate,0,0,0,295000,0,2,4,Semi equipped,80,0,350,numeric,0,1.0
2940,52,mons,house,house,for-sale,7000,https://www.immoweb.be/en/classified/house/for-sale/mons/7000/10088318?searchId=633aeaf1e42e4,good,1,1,0,295000,1,3,5,Installed,250,0,3600,numeric,0,1.0
20,10,aalst,house,house,for-sale,9300,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/10094639?searchId=633aeaf1e42e4,good,1,0,0,295000,1,2,3,USA installed,154,,185,numeric,0,1.0
0,0,liege,house,apartment-block,bid,4020,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/9809429?searchId=633aeaf1e42e4,good,0,0,0,299000,0,2,6,Installed,183,0,83,numeric,1,1.0
1873,0,bellevaux-ligneuville,house,house,for-sale,4960,https://www.immoweb.be/en/classified/house/for-sale/bellevaux-ligneuville/4960/10054478?searchId=633aeaf1e42e4,to rebuild,0,0,0,299000,1,4,8,Semi equipped,788,,2319,numeric,0,1.0
0,12,schaerbeek,house,house,for-sale,1030,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10106638?searchId=633aeaf1e42e4,good,1,0,0,300000,0,2,3,Hyper equipped,118,0,82,numeric,0,1.0
400,35,genappe-loupoigne,house,house,bid,1471,https://www.immoweb.be/en/classified/house/for-sale/genappe-loupoigne/1471/9817246?searchId=633aeaf1e42e4,good,1,0,0,300000,1,2,2,USA hyper equipped,160,0,613,numeric,1,1.0
780,0,waremme,house,house,bid,4300,https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/10080379?searchId=633aeaf1e42e4,good,0,0,0,300000,1,2,3,Installed,160,0,940,numeric,1,1.0
780,0,waremme,house,house,bid,4300,https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/10018762?searchId=633aeaf1e42e4,good,0,0,0,300000,1,2,3,Installed,160,0,940,numeric,1,1.0
555,45,ronse,house,mixed-use-building,for-sale,9600,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ronse/9600/9969349?searchId=633aeaf1e42e4,to renovate,1,0,0,305000,1,4,5,Installed,302,0,1195,numeric,0,1.0
0,0,huy,house,mixed-use-building,for-sale,4500,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/huy/4500/10096555?searchId=633aeaf1e42e4,good,0,0,0,310000,0,2,4,Not installed,213,0,119,numeric,0,0.0
0,37,engis,house,house,bid,4480,https://www.immoweb.be/en/classified/house/for-sale/engis/4480/10035090?searchId=633aeaf1e42e4,good,1,0,0,319000,0,4,3,Installed,223,0,750,numeric,1,1.0
1000,30,libramont-chevigny,house,house,for-sale,6800,https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/10109987?searchId=633aeaf1e42e4,good,1,0,0,319000,1,4,5,Not installed,140,0,1152,numeric,0,0.0
30,0,dilbeek,house,house,for-sale,1700,https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1700/10068979?searchId=633aeaf1e42e4,good,0,0,0,320000,1,2,3,Semi equipped,123,0,95,numeric,0,1.0
100,0,vilvoorde,house,house,for-sale,1800,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/10096518?searchId=633aeaf1e42e4,to renovate,0,0,0,335000,1,2,3,Semi equipped,125,0,192,numeric,0,1.0
45,15,anderlecht,house,house,for-sale,1070,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/10054726?searchId=633aeaf1e42e4,to renovate,1,0,0,345000,1,2,3,USA semi equipped,167,0,140,numeric,0,1.0
700,30,grez-doiceau,house,house,for-sale,1390,https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/9774377?searchId=633aeaf1e42e4,to rebuild,1,0,0,345000,1,4,3,Semi equipped,115,0,871,numeric,0,1.0
0,5,anderlecht,house,house,for-sale,1070,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/9991005?searchId=633aeaf1e42e4,good,1,0,0,349000,0,2,3,USA hyper equipped,190,0,50,numeric,0,1.0
26,16,evere,house,house,for-sale,1140,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10096540?searchId=633aeaf1e42e4,to renovate,1,0,0,350000,1,2,2,Semi equipped,112,0,94,numeric,0,1.0
420,37,engis,house,house,bid,4480,https://www.immoweb.be/en/classified/house/for-sale/engis/4480/9978456?searchId=633aeaf1e42e4,good,1,0,0,359000,1,4,3,Installed,223,0,1231,numeric,1,1.0
0,7,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10099123?searchId=633aeaf1e42e4,good,1,0,0,359000,0,2,4,USA installed,135,0,70,numeric,0,1.0
50,20,drogenbos,house,house,for-sale,1620,https://www.immoweb.be/en/classified/house/for-sale/drogenbos/1620/9623528?searchId=633aeaf1e42e4,to rebuild,1,0,0,375000,1,2,4,Installed,160,0,160,numeric,0,1.0
425,20,oudenaarde,house,house,for-sale,9700,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10099202?searchId=633aeaf1e42e4,just renovated,1,0,0,375000,1,3,3,Installed,239,0,744,numeric,0,1.0
800,15,temse,house,house,for-sale,9140,https://www.immoweb.be/en/classified/house/for-sale/temse/9140/10107467?searchId=633aeaf1e42e4,to renovate,1,0,0,380000,1,4,4,Installed,168,0,902,numeric,0,1.0
750,0,herzele,house,country-cottage,for-sale,9550,https://www.immoweb.be/en/classified/country-cottage/for-sale/herzele/9550/10094291?searchId=633aeaf1e42e4,good,0,1,0,389000,1,4,2,Installed,192,,892,numeric,0,1.0
550,29,saive,house,house,for-sale,4671,https://www.immoweb.be/en/classified/house/for-sale/saive/4671/9818152?searchId=633aeaf1e42e4,good,1,0,0,390000,1,4,3,Installed,173,0,1130,numeric,0,1.0
0,18,schaerbeek,house,house,for-sale,1030,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10073867?searchId=633aeaf1e42e4,to rebuild,1,0,0,395000,0,2,6,Semi equipped,230,0,80,numeric,0,1.0
0,18,saint-josse-ten-noode,house,house,for-sale,1210,https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/10073865?searchId=633aeaf1e42e4,to rebuild,1,0,0,395000,0,2,6,Semi equipped,230,0,80,numeric,0,1.0
0,40,limal,house,house,for-sale,1300,https://www.immoweb.be/en/classified/house/for-sale/limal/1300/10087294?searchId=633aeaf1e42e4,to renovate,1,0,0,399000,0,4,4,Installed,215,0,3882,numeric,0,1.0
224,45,vilvoorde,house,house,for-sale,1800,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/10115010?searchId=633aeaf1e42e4,good,1,0,0,399000,1,3,3,USA installed,156,0,280,numeric,0,1.0
1350,40,ouffet,house,house,for-sale,4590,https://www.immoweb.be/en/classified/house/for-sale/ouffet/4590/10045199?searchId=633aeaf1e42e4,good,1,0,0,399000,1,4,4,Semi equipped,200,0,1653,numeric,0,1.0
899,50,braine-lalleud,house,villa,bid,1420,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/10070218?searchId=633aeaf1e42e4,to rebuild,1,0,0,415000,1,4,3,Not installed,165,0,1000,numeric,1,0.0
461,22,zemst,house,villa,bid,1980,https://www.immoweb.be/en/classified/villa/for-sale/zemst/1980/10027384?searchId=633aeaf1e42e4,good,1,0,0,419000,1,4,3,Semi equipped,140,0,560,numeric,1,1.0
517,31,nivelles,house,villa,for-sale,1400,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/10036288?searchId=633aeaf1e42e4,good,1,0,0,425000,1,4,3,Hyper equipped,161,0,630,numeric,0,1.0
100,6,neder-over-heembeek,house,town-house,for-sale,1120,https://www.immoweb.be/en/classified/town-house/for-sale/neder-over-heembeek/1120/9765508?searchId=633aeaf1e42e4,to rebuild,1,0,0,430000,1,2,3,Installed,135,0,194,numeric,0,1.0
1030,41,nivelles,house,villa,for-sale,1400,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/10086164?searchId=633aeaf1e42e4,good,1,0,0,445000,1,4,3,Installed,178,,1163,numeric,0,1.0
0,16,molenbeek-saint-jean,house,house,for-sale,1080,https://www.immoweb.be/en/classified/house/for-sale/molenbeek-saint-jean/1080/9497970?searchId=633aeaf1e42e4,as new,1,0,0,449000,0,2,4,USA hyper equipped,137,,68,numeric,0,1.0
600,37,seraing,house,exceptional-property,bid,4100,https://www.immoweb.be/en/classified/exceptional-property/for-sale/seraing/4100/9933807?searchId=633aeaf1e42e4,good,1,0,0,449000,1,4,5,Installed,198,0,1177,numeric,1,1.0
70,30,halle,house,house,for-sale,1500,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/10010856?searchId=633aeaf1e42e4,as new,1,0,0,450000,1,2,5,Hyper equipped,163,0,230,numeric,0,1.0
0,48,bruxelles,house,house,for-sale,1000,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/9893520?searchId=633aeaf1e42e4,as new,1,0,0,465000,0,2,4,Hyper equipped,229,0,110,numeric,0,1.0
0,48,laeken,house,house,for-sale,1020,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/9888818?searchId=633aeaf1e42e4,as new,1,0,0,465000,0,2,4,Hyper equipped,229,0,110,numeric,0,1.0
550,40,wezembeek-oppem,house,house,for-sale,1970,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10056454?searchId=633aeaf1e42e4,good,1,0,0,475000,1,3,3,Semi equipped,150,0,601,numeric,0,1.0
100,7,berchem-sainte-agathe,house,house,for-sale,1082,https://www.immoweb.be/en/classified/house/for-sale/berchem-sainte-agathe/1082/10120320?searchId=633aeaf1e42e4,as new,1,0,0,495000,1,2,4,Installed,180,,137,numeric,0,1.0
55,11,sint-jans-molenbeek,house,house,for-sale,1080,https://www.immoweb.be/en/classified/house/for-sale/sint-jans-molenbeek/1080/10116962?searchId=633aeaf1e42e4,just renovated,1,1,0,499000,1,2,4,Installed,158,0,115,numeric,0,1.0
0,50,la-hulpe,house,house,bid,1310,https://www.immoweb.be/en/classified/house/for-sale/la-hulpe/1310/10054433?searchId=633aeaf1e42e4,good,1,0,0,499000,0,3,4,USA installed,143,0,161,numeric,1,1.0
70,5,laeken,house,house,for-sale,1020,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/9897905?searchId=633aeaf1e42e4,good,1,0,0,525000,1,2,4,Installed,167,0,178,numeric,0,1.0
1300,35,genappe,house,villa,for-sale,1470,https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/9926830?searchId=633aeaf1e42e4,as new,1,0,0,535000,1,4,2,USA hyper equipped,155,,1900,numeric,0,1.0
346,30,laeken,house,house,for-sale,1020,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/9404713?searchId=633aeaf1e42e4,to renovate,1,0,0,539000,1,2,6,Installed,390,1,386,numeric,0,1.0
120,15,berchem-sainte-agathe,house,town-house,for-sale,1082,https://www.immoweb.be/en/classified/town-house/for-sale/berchem-sainte-agathe/1082/10059536?searchId=633aeaf1e42e4,good,1,0,0,565000,1,3,5,USA installed,230,0,358,numeric,0,1.0
80,60,haacht-wespelaar,house,mixed-use-building,for-sale,3150,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/haacht-wespelaar/3150/9983636?searchId=633aeaf1e42e4,to rebuild,1,0,0,569000,1,3,5,Hyper equipped,240,1,280,numeric,0,1.0
730,0,ruddervoorde,house,villa,for-sale,8020,https://www.immoweb.be/en/classified/villa/for-sale/ruddervoorde/8020/10093752?searchId=633aeaf1e42e4,good,0,0,0,569000,1,4,4,Installed,191,0,1320,numeric,0,1.0
1244,56,grez-doiceau,house,villa,for-sale,1390,https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/9889383?searchId=633aeaf1e42e4,good,1,0,0,575000,1,4,4,USA hyper equipped,245,0,1369,numeric,0,1.0
75,0,woluwe-saint-lambert,house,house,for-sale,1200,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10085820?searchId=633aeaf1e42e4,to rebuild,0,0,0,580000,1,2,4,Semi equipped,224,0,163,numeric,0,1.0
420,0,gent-oostakker,house,villa,for-sale,9041,https://www.immoweb.be/en/classified/villa/for-sale/gent-oostakker/9041/10117342?searchId=633aeaf1e42e4,good,0,0,0,589000,1,4,4,Installed,160,0,703,numeric,0,1.0
160,40,sprimont,house,apartment-block,for-sale,4141,https://www.immoweb.be/en/classified/apartment-block/for-sale/sprimont/4141/9836317?searchId=633aeaf1e42e4,as new,1,0,0,595000,1,4,10,Semi equipped,430,0,956,numeric,0,1.0
0,18,ixelles,house,house,bid,1050,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/9912361?searchId=633aeaf1e42e4,to renovate,1,0,0,599000,0,2,4,Semi equipped,190,1,131,numeric,1,1.0
110,15,woluwe-saint-pierre,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10107752?searchId=633aeaf1e42e4,to rebuild,1,0,0,650000,1,2,5,Installed,200,0,220,numeric,0,1.0
210,30,woluwe-saint-lambert,house,house,for-sale,1200,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/9843419?searchId=633aeaf1e42e4,good,1,0,0,675000,1,2,4,Hyper equipped,250,0,350,numeric,0,1.0
215,20,woluwe-saint-pierre,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/9953280?searchId=633aeaf1e42e4,good,1,0,0,695000,1,2,5,Semi equipped,340,0,360,numeric,0,1.0
510,40,wemmel,house,house,for-sale,1780,https://www.immoweb.be/en/classified/house/for-sale/wemmel/1780/9504004?searchId=633aeaf1e42e4,as new,1,0,0,695000,1,4,5,Hyper equipped,287,0,661,numeric,0,1.0
80,15,anderlecht,house,house,for-sale,1070,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/9391667?searchId=633aeaf1e42e4,to renovate,1,1,0,699000,1,2,6,Hyper equipped,370,0,185,numeric,0,1.0
656,8,kontich,house,villa,for-sale,2550,https://www.immoweb.be/en/classified/villa/for-sale/kontich/2550/10058734?searchId=633aeaf1e42e4,as new,1,1,0,699500,1,4,3,Installed,235,,799,numeric,0,1.0
45,2,woluwe-saint-lambert,house,house,for-sale,1200,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10114640?searchId=633aeaf1e42e4,to renovate,1,0,0,720000,1,2,5,Not installed,267,0,176,numeric,0,0.0
125,40,woluwe-saint-lambert,house,house,for-sale,1200,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/9923067?searchId=633aeaf1e42e4,good,1,0,0,725000,1,2,4,Installed,320,0,260,numeric,0,1.0
80,15,sint-pieters-woluwe,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-woluwe/1150/10115335?searchId=633aeaf1e42e4,as new,1,0,0,729000,1,3,4,Hyper equipped,159,0,240,numeric,0,1.0
700,0,rhode-saint-genese,house,villa,bid,1640,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/10085784?searchId=633aeaf1e42e4,good,0,0,1,735000,1,4,4,Hyper equipped,215,0,951,numeric,1,1.0
700,0,beersel,house,villa,bid,1650,https://www.immoweb.be/en/classified/villa/for-sale/beersel/1650/10085785?searchId=633aeaf1e42e4,good,0,0,1,735000,1,4,4,Hyper equipped,215,0,951,numeric,1,1.0
0,92,bruxelles,house,apartment-block,for-sale,1000,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10007935?searchId=633aeaf1e42e4,to renovate,1,0,0,750000,0,2,11,Semi equipped,350,0,164,numeric,0,1.0
10,6,etterbeek,house,house,for-sale,1040,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/10075948?searchId=633aeaf1e42e4,to rebuild,1,0,0,780000,1,2,6,Hyper equipped,321,0,95,numeric,0,1.0
25,6,bruxelles,house,house,bid,1000,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10047358?searchId=633aeaf1e42e4,good,1,0,0,795000,1,2,5,USA installed,240,0,102,numeric,1,1.0
60,31,ganshoren,house,mansion,for-sale,1083,https://www.immoweb.be/en/classified/mansion/for-sale/ganshoren/1083/9908751?searchId=633aeaf1e42e4,as new,1,0,0,845000,1,2,5,USA hyper equipped,336,0,175,numeric,0,1.0
